model,location,initial_depth,shoe_ID,side,final_depth,final_initial,model_desc,model_name,ge_27_abrasion_volume,cm3,density,specific_gravity,shoe_sa_cm2,sa_error,tread_mass
ADIDAS ULTRATECH,HEEL,3.865,R70,R,4.003333333333333,0.13833333333333275,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,0.764994399999997
ADIDAS ULTRATECH,HEEL,3.865,R71,R,3.9066666666666667,0.04166666666666652,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,0.2304199999999992
ADIDAS ULTRATECH,HEEL,3.865,R72,L,3.55,-0.3150000000000004,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-1.7419752000000024
ADIDAS ULTRATECH,HEEL,3.865,R72,R,3.4466666666666668,-0.41833333333333345,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-2.313416800000001
ADIDAS ULTRATECH,HEEL,3.865,R73,R,4.016666666666667,0.1516666666666664,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,0.8387287999999987
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,L69,L,3.26,-0.10666666666666691,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-0.5898752000000015
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,L70,L,3.1366666666666667,-0.22999999999999998,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-1.2719184000000003
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,L71,L,3.6,0.2333333333333334,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,1.2903520000000006
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,L73,L,3.3866666666666667,0.020000000000000018,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,0.11060160000000012
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,R69,R,3.1,-0.2666666666666666,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-1.474688
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,R70,R,3.2133333333333334,-0.15333333333333332,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-0.8479456000000002
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,R71,R,3.4433333333333334,0.07666666666666666,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,0.4239728000000001
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,R72,L,2.756666666666667,-0.6099999999999999,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-3.3733488
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,R72,R,2.856666666666667,-0.5099999999999998,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-2.8203407999999994
ADIDAS ULTRATECH,OUTER_ARCH,3.3666666666666667,R73,R,3.62,0.2533333333333334,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,1.4009536000000007
ADIDAS ULTRATECH,TIP,3.2983333333333333,L69,L,3.2,-0.09833333333333316,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-0.5437911999999993
ADIDAS ULTRATECH,TIP,3.2983333333333333,L70,L,3.18,-0.11833333333333318,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-0.6543927999999993
ADIDAS ULTRATECH,TIP,3.2983333333333333,L71,L,3.256666666666667,-0.04166666666666652,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-0.2304199999999992
ADIDAS ULTRATECH,TIP,3.2983333333333333,L73,L,3.27,-0.02833333333333332,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-0.15668559999999998
ADIDAS ULTRATECH,TIP,3.2983333333333333,R69,R,3.3666666666666667,0.06833333333333336,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,0.37788880000000025
ADIDAS ULTRATECH,TIP,3.2983333333333333,R70,R,3.3233333333333333,0.02499999999999991,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,0.13825199999999954
ADIDAS ULTRATECH,TIP,3.2983333333333333,R71,R,3.3066666666666666,0.008333333333333304,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,0.04608399999999985
ADIDAS ULTRATECH,TIP,3.2983333333333333,R72,L,2.243333333333333,-1.0550000000000002,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-5.834234400000002
ADIDAS ULTRATECH,TIP,3.2983333333333333,R72,R,2.1066666666666665,-1.1916666666666669,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,-6.590012000000003
ADIDAS ULTRATECH,TIP,3.2983333333333333,R73,R,3.3933333333333335,0.0950000000000002,ULTRA TECH,ADIDAS ULTRATECH,62.3,0.0623,1.11,1.124,49.2,NA,0.5253576000000012
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,L33,L,1.6166666666666667,-0.4333333333333331,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.072159999999999
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,L42,L,0.7833333333333333,-1.2666666666666666,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-8.980160000000001
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,L43,L,1.7433333333333334,-0.3066666666666664,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-2.1741439999999983
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,L45,L,1.8466666666666667,-0.20333333333333314,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.4415519999999988
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,L46,L,1.5,-0.5499999999999998,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.899279999999999
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,R33,R,1.5666666666666667,-0.48333333333333317,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.4266399999999995
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,R42,R,0.6633333333333333,-1.3866666666666665,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-9.830912
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,R43,R,1.5066666666666666,-0.5433333333333332,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.8520159999999994
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,R45,R,1.5866666666666667,-0.46333333333333315,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.284847999999999
PARLEY PRIME LTD ADIZERO BLACK,BALL,2.05,R46,R,1.7033333333333334,-0.34666666666666646,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-2.4577279999999986
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,L33,L,1.26,-0.2350000000000001,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.6660560000000009
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,L42,L,1.0566666666666666,-0.43833333333333346,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.1076080000000013
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,L43,L,1.34,-0.15500000000000003,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.098888
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,L45,L,1.22,-0.27500000000000013,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.9496400000000011
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,L46,L,1.1933333333333334,-0.30166666666666675,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-2.138696000000001
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,R33,R,1.12,-0.375,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-2.6586000000000003
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,R42,R,1.2466666666666666,-0.24833333333333352,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.7605840000000015
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,R43,R,1.2933333333333334,-0.20166666666666666,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.4297360000000001
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,R45,R,1.1,-0.395,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-2.800392000000001
PARLEY PRIME LTD ADIZERO BLACK,HEEL,1.495,R46,R,1.17,-0.3250000000000002,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-2.304120000000002
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,L33,L,0.9266666666666666,-0.15000000000000002,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.0634400000000004
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,L42,L,0.27666666666666667,-0.8,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-5.671680000000001
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,L43,L,0.8200000000000001,-0.2566666666666666,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.8196639999999997
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,L45,L,0.85,-0.22666666666666668,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.6069760000000002
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,L46,L,0.8666666666666667,-0.20999999999999996,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.488816
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,R33,R,1.14,0.06333333333333324,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,0.4490079999999994
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,R42,R,0.2966666666666667,-0.78,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-5.5298880000000015
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,R43,R,1.2266666666666666,0.1499999999999999,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,1.0634399999999995
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,R45,R,1.1133333333333333,0.036666666666666625,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,0.25995199999999974
PARLEY PRIME LTD ADIZERO BLACK,OUTER_ARCH,1.0766666666666667,R46,R,0.6766666666666666,-0.4,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-2.8358400000000006
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,L33,L,1.3033333333333335,-0.24,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.7015040000000001
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,L42,L,0.5466666666666666,-0.9966666666666668,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-7.065968000000002
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,L43,L,1.0666666666666667,-0.4766666666666668,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.3793760000000015
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,L45,L,1.11,-0.43333333333333335,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.0721600000000002
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,L46,L,0.9966666666666667,-0.5466666666666667,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.875648000000001
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,R33,R,1.3266666666666667,-0.21666666666666679,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-1.5360800000000012
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,R42,R,0.79,-0.7533333333333334,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-5.340832000000002
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,R43,R,1.2133333333333334,-0.33000000000000007,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-2.3395680000000008
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,R45,R,1.09,-0.45333333333333337,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.2139520000000004
PARLEY PRIME LTD ADIZERO BLACK,TIP,1.5433333333333334,R46,R,1.11,-0.43333333333333335,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO BLACK,58,0.058,1.1,1.12,63.3,NA,-3.0721600000000002
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,L32,L,0.93,-0.82,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-5.761566000000001
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,L39,L,1.3,-0.44999999999999996,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-3.161835
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,L40,L,0.5733333333333334,-1.1766666666666667,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-8.267613
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,L41,L,1.7566666666666666,0.006666666666666599,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,0.04684199999999953
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,L44,L,1.1933333333333334,-0.5566666666666666,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-3.9113070000000008
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,R32,R,0.8066666666666666,-0.9433333333333334,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-6.628143000000001
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,R39,R,1.5466666666666666,-0.20333333333333337,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-1.4286810000000003
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,R40,R,0.6666666666666667,-1.0833333333333333,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-7.6118250000000005
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,R41,R,1.76,0.010000000000000009,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,0.07026300000000008
PARLEY PRIME LTD ADIZERO WHITE,BALL,1.75,R44,R,1.1033333333333335,-0.6466666666666665,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-4.543673999999998
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,L32,L,1.3833333333333333,0.020000000000000018,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,0.14052600000000015
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,L39,L,1.2966666666666666,-0.06666666666666665,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-0.46841999999999995
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,L40,L,1.0633333333333335,-0.2999999999999998,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-2.1078899999999994
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,L41,L,1.4033333333333333,0.040000000000000036,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,0.2810520000000003
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,L44,L,1.3333333333333333,-0.030000000000000027,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-0.2107890000000002
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,R32,R,1.2066666666666666,-0.15666666666666673,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-1.1007870000000006
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,R39,R,1.2133333333333334,-0.1499999999999999,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-1.0539449999999997
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,R40,R,0.6933333333333334,-0.6699999999999999,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-4.707621
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,R41,R,1.2833333333333334,-0.07999999999999985,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-0.5621039999999989
PARLEY PRIME LTD ADIZERO WHITE,HEEL,1.3633333333333333,R44,R,1.16,-0.20333333333333337,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-1.4286810000000003
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,L32,L,1.0133333333333334,0.023333333333333428,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,0.1639470000000007
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,L39,L,1.0866666666666667,0.09666666666666668,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,0.6792090000000002
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,L40,L,0.81,-0.17999999999999994,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-1.2647339999999998
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,L41,L,1.15,0.15999999999999992,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,1.1242079999999997
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,L44,L,0.73,-0.26,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-1.8268380000000002
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,R32,R,0.84,-0.15000000000000002,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-1.0539450000000004
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,R39,R,1.0633333333333335,0.07333333333333347,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,0.5152620000000011
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,R40,R,0,-0.99,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-6.956037
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,R41,R,1.1066666666666667,0.1166666666666667,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,0.8197350000000003
PARLEY PRIME LTD ADIZERO WHITE,OUTER_ARCH,0.99,R44,R,0.9833333333333334,-0.006666666666666599,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-0.04684199999999953
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,L32,L,0.21333333333333335,-1.1783333333333332,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-8.2793235
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,L39,L,1.0933333333333335,-0.2983333333333331,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-2.0961794999999985
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,L40,L,0.22333333333333333,-1.1683333333333332,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-8.2090605
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,L41,L,1.2366666666666668,-0.1549999999999998,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-1.0890764999999987
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,L44,L,0.71,-0.6816666666666666,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-4.789594500000001
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,R32,R,0.8666666666666667,-0.5249999999999999,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-3.6888074999999994
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,R39,R,1.03,-0.3616666666666666,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-2.5411784999999996
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,R40,R,0.3566666666666667,-1.035,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-7.2722204999999995
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,R41,R,1.5066666666666666,0.11499999999999999,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,0.8080245
PARLEY PRIME LTD ADIZERO WHITE,TIP,1.3916666666666666,R44,R,0.8233333333333334,-0.5683333333333332,ADIZERO PRIME LTD,PARLEY PRIME LTD ADIZERO WHITE,166,0.166,1.1,1.11,63.3,NA,-3.9932805
REEBOK BOLTON,BALL,3.015,L78,L,2.75,-0.2650000000000001,BOLTON ESSENTIAL MU,REEBOK BOLTON,53,0.053,1.1,1.09,NA,NA,NA
REEBOK BOLTON,BALL,3.015,L79,L,2.8266666666666667,-0.18833333333333346,BOLTON ESSENTIAL MU,REEBOK BOLTON,53,0.053,1.1,1.09,NA,NA,NA
